[["PAYANN","ESTAB","EMP","NAICS2012","OPTAX","state","county"],
["1875","30","48","541110","A","48","361"],
["3706","16","71","541110","A","55","027"],
["0","16","0","541110","A","54","019"],
["0","31","0","541110","A","54","081"],
["1111","11","34","541110","A","18","093"],
["0","10","0","541110","A","48","025"],
["1158","12","38","541110","A","39","091"],
["0","129","0","541110","A","53","073"],
["0","13","0","541110","A","27","007"],
["0","99","0","541110","A","41","017"],
["981","7","28","541110","A","45","069"],
["2903","26","72","541110","A","50","003"],
["0","10","0","541110","A","33","007"],
["0","1","0","541110","A","50","009"],
["1423","10","34","541110","A","26","107"],
["1392","7","17","541110","A","48","227"],
["555","5","15","541110","A","51","051"],
["4121","23","76","541110","A","51","195"],
["3818","12","106","541110","A","51","720"],
["0","2","0","541110","A","30","009"],
["0","114","0","541110","A","30","111"],
["0","84","0","541110","A","36","007"],
["787","10","27","541110","A","36","107"],
["642","6","21","541110","A","01","007"],
["662","13","27","541110","A","01","009"],
["748","12","22","541110","A","01","021"],
["442848","568","5204","541110","A","01","073"],
["3310","25","75","541110","A","01","115"],
["20630","70","330","541110","A","01","117"],
["4931","38","107","541110","A","01","127"],
["0","71","0","541110","A","38","015"],
["0","11","0","541110","A","38","059"],
["0","1","0","541110","A","38","065"],
["0","1","0","541110","A","38","085"],
["775","8","39","541110","A","16","011"],
["0","3","0","541110","A","51","063"],
["0","2","0","541110","A","51","071"],
["0","37","0","541110","A","51","121"],
["933","13","31","541110","A","51","155"],
["2308","8","31","541110","A","51","750"],
["891","7","30","541110","A","17","039"],
["0","83","0","541110","A","17","113"],
["0","43","0","541110","A","18","105"],
["721","5","24","541110","A","18","119"],
["2676","19","79","541110","A","42","037"],
["457","5","19","541110","A","42","093"],
["2859","24","98","541110","A","51","185"],
["0","33","0","541110","A","54","055"],
["428","13","20","541110","A","05","093"],
["1683","14","40","541110","A","22","117"],
["0","307","0","541110","A","16","001"],
["0","1","0","541110","A","16","015"],
["0","51","0","541110","A","16","027"],
["0","2","0","541110","A","16","045"],
["0","1","0","541110","A","16","073"],
["1441","8","32","541110","A","19","015"],
["4172","27","114","541110","A","37","189"],
["858","9","31","541110","A","48","233"],
["0","581","0","541110","A","25","021"],
["0","284","0","541110","A","25","023"],
["0","1006","0","541110","A","25","025"],
["80093","514","1633","541110","A","25","009"],
["256006","921","4138","541110","A","25","017"],
["0","156","0","541110","A","33","015"],
["0","46","0","541110","A","33","017"],
["0","300","0","541110","A","08","013"],
["0","2","0","541110","A","21","003"],
["0","2","0","541110","A","21","031"],
["0","3","0","541110","A","21","061"],
["0","61","0","541110","A","21","227"],
["0","93","0","541110","A","30","031"],
["0","17","0","541110","A","42","083"],
["0","9","0","541110","A","27","021"],
["0","31","0","541110","A","27","035"],
["241","7","11","541110","A","29","209"],
["1724","19","48","541110","A","29","213"],
["0","28","0","541110","A","08","117"],
["0","122","0","541110","A","53","035"],
["900","10","28","541110","A","48","477"],
["1200","12","32","541110","A","37","175"],
["0","686","0","541110","A","09","001"],
["0","11","0","541110","A","28","085"],
["794","10","24","541110","A","41","015"],
["2254","9","36","541110","A","46","011"],
["0","162","0","541110","A","48","061"],
["0","14","0","541110","A","48","049"],
["0","1","0","541110","A","13","025"],
["0","84","0","541110","A","13","127"],
["0","7","0","541110","A","13","191"],
["911","14","44","541110","A","39","033"],
["0","545","0","541110","A","36","029"],
["0","90","0","541110","A","36","063"],
["0","10","0","541110","A","16","031"],
["0","7","0","541110","A","16","067"],
["0","1","0","541110","A","17","071"],
["2285","16","67","541110","A","19","057"],
["8614","45","161","541110","A","37","001"],
["0","123","0","541110","A","50","007"],
["1879","13","38","541110","A","50","011"],
["508","3","13","541110","A","50","013"],
["5610","22","85","541110","A","30","093"],
["0","1","0","541110","A","26","113"],
["1717","11","37","541110","A","26","165"],
["1603","18","34","541110","A","13","129"],
["3181","22","80","541110","A","24","037"],
["1139","12","26","541110","A","24","019"],
["773","11","28","541110","A","39","059"],
["653","6","16","541110","A","05","103"],
["1244","16","32","541110","A","21","217"],
["985","13","35","541110","A","08","043"],
["1950","10","46","541110","A","17","057"],
["674","4","14","541110","A","39","019"],
["0","158","0","541110","A","39","151"],
["124341","338","1743","541110","A","12","071"],
["0","1","0","541110","A","17","003"],
["0","1","0","541110","A","29","017"],
["0","31","0","541110","A","29","031"],
["0","32","0","541110","A","17","077"],
["0","41","0","541110","A","17","199"],
["0","13","0","541110","A","35","015"],
["0","45","0","541110","A","32","510"],
["13626","63","258","541110","A","56","025"],
["1728","24","58","541110","A","49","021"],
["710","7","25","541110","A","19","011"],
["694","7","27","541110","A","19","105"],
["39248","98","692","541110","A","19","113"],
["1487","14","42","541110","A","13","233"],
["748","10","24","541110","A","39","107"],
["2719","16","60","541110","A","17","121"],
["0","21","0","541110","A","53","041"],
["0","42","0","541110","A","42","055"],
["0","82","0","541110","A","17","019"],
["0","3","0","541110","A","17","053"],
["0","7","0","541110","A","17","147"],
["0","7","0","541110","A","54","005"],
["0","1","0","541110","A","54","015"],
["118993","192","2089","541110","A","54","039"],
["5038","20","113","541110","A","17","029"],
["0","2","0","541110","A","17","035"],
["5887","37","170","541110","A","45","015"],
["0","435","0","541110","A","45","019"],
["3984","44","115","541110","A","45","035"],
["0","48","0","541110","A","37","025"],
["0","64","0","541110","A","37","071"],
["11595","58","236","541110","A","37","097"],
["3446","15","70","541110","A","37","109"],
["0","576","0","541110","A","37","119"],
["11511","36","199","541110","A","37","159"],
["6715","44","144","541110","A","37","179"],
["995","6","27","541110","A","45","023"],
["1743","15","49","541110","A","45","057"],
["0","98","0","541110","A","45","091"],
["0","33","0","541110","A","51","003"],
["599","5","11","541110","A","51","029"],
["0","3","0","541110","A","51","065"],
["0","3","0","541110","A","51","079"],
["504","5","14","541110","A","51","125"],
["0","56","0","541110","A","51","540"],
["0","12","0","541110","A","13","047"],
["0","2","0","541110","A","13","083"],
["3006","14","54","541110","A","13","295"],
["0","173","0","541110","A","47","065"],
["0","6","0","541110","A","47","115"],
["0","3","0","541110","A","47","153"],
["0","139","0","541110","A","56","021"],
["0","4323","0","541110","A","17","031"],
["0","684","0","541110","A","17","043"],
["2569","21","68","541110","A","17","063"],
["2023","15","47","541110","A","17","093"],
["0","134","0","541110","A","17","111"],
["0","181","0","541110","A","17","197"],
["3719","38","119","541110","A","17","037"],
["0","240","0","541110","A","17","089"],
["1011","13","30","541110","A","18","073"],
["0","273","0","541110","A","18","089"],
["599","9","20","541110","A","18","111"],
["14028","85","297","541110","A","18","127"],
["0","360","0","541110","A","17","097"],
["6976","44","155","541110","A","55","059"],
["0","112","0","541110","A","06","007"],
["0","25","0","541110","A","39","141"],
["1039","12","37","541110","A","18","029"],
["87","3","4","541110","A","18","161"],
["5727","33","116","541110","A","21","015"],
["0","3","0","541110","A","21","023"],
["0","32","0","541110","A","21","037"],
["159","4","9","541110","A","21","077"],
["689","8","20","541110","A","21","081"],
["0","112","0","541110","A","21","117"],
["0","1","0","541110","A","21","191"],
["941","8","26","541110","A","39","015"],
["0","89","0","541110","A","39","017"],
["2496","42","69","541110","A","39","025"],
["0","425","0","541110","A","39","061"],
["12342","62","262","541110","A","39","165"],
["0","51","0","541110","A","33","009"],
["0","10","0","541110","A","33","019"],
["0","12","0","541110","A","50","017"],
["0","45","0","541110","A","50","027"],
["0","1","0","541110","A","54","017"],
["0","44","0","541110","A","54","033"],
["0","3","0","541110","A","54","091"],
["0","17","0","541110","A","28","027"],
["0","27","0","541110","A","21","047"],
["0","4","0","541110","A","21","221"],
["0","49","0","541110","A","47","125"],
["969","12","29","541110","A","06","033"],
["2884","17","64","541110","A","28","011"],
["0","34","0","541110","A","47","011"],
["0","1","0","541110","A","47","139"],
["0","921","0","541110","A","39","035"],
["6782","30","116","541110","A","39","055"],
["0","94","0","541110","A","39","085"],
["0","85","0","541110","A","39","093"],
["8218","54","207","541110","A","39","103"],
["0","6","0","541110","A","12","051"],
["2003","21","54","541110","A","19","045"],
["2841","23","77","541110","A","35","009"],
["0","111","0","541110","A","16","055"],
["1373","14","44","541110","A","20","125"],
["757","9","25","541110","A","26","023"],
["0","81","0","541110","A","48","041"],
["0","1","0","541110","A","48","051"],
["0","5","0","541110","A","48","395"],
["0","364","0","541110","A","08","041"],
["0","7","0","541110","A","08","119"],
["0","99","0","541110","A","29","019"],
["0","3","0","541110","A","45","017"],
["0","8","0","541110","A","45","039"],
["3035","19","87","541110","A","45","055"],
["44397","107","860","541110","A","45","063"],
["0","375","0","541110","A","45","079"],
["0","2","0","541110","A","45","081"],
["1602","22","59","541110","A","01","113"],
["0","4","0","541110","A","13","145"],
["0","2","0","541110","A","13","197"],
["0","114","0","541110","A","13","215"],
["0","27","0","541110","A","18","005"],
["5328","30","103","541110","A","28","087"],
["2484","11","38","541110","A","31","141"],
["8367","42","156","541110","A","39","041"],
["0","36","0","541110","A","39","045"],
["0","725","0","541110","A","39","049"],
["632","8","22","541110","A","39","073"],
["0","43","0","541110","A","39","089"],
["0","9","0","541110","A","39","097"],
["0","9","0","541110","A","39","117"],
["0","7","0","541110","A","39","127"],
["0","18","0","541110","A","39","129"],
["0","9","0","541110","A","39","159"],
["0","111","0","541110","A","33","013"],
["720","8","22","541110","A","18","041"],
["0","2","0","541110","A","47","087"],
["0","9","0","541110","A","47","133"],
["0","41","0","541110","A","47","141"],
["0","30","0","541110","A","41","011"],
["419","9","13","541110","A","13","081"],
["1969","18","54","541110","A","28","003"],
["1962","22","55","541110","A","13","137"],
["0","33","0","541110","A","36","101"],
["0","6","0","541110","A","48","007"],
["0","240","0","541110","A","48","355"],
["0","13","0","541110","A","48","409"],
["2467","16","56","541110","A","48","349"],
["0","21","0","541110","A","36","023"],
["4288","28","93","541110","A","41","003"],
["591","4","27","541110","A","39","031"],
["0","3","0","541110","A","08","081"],
["0","13","0","541110","A","18","107"],
["567","9","20","541110","A","06","015"],
["0","107","0","541110","A","12","091"],
["2191","30","59","541110","A","12","131"],
["941","16","36","541110","A","47","035"],
["2295","28","80","541110","A","01","043"],
["0","20","0","541110","A","37","099"],
["0","28","0","541110","A","24","001"],
["0","12","0","541110","A","54","057"],
["0","264","0","541110","A","48","085"],
["1875081","2018","17166","541110","A","48","113"],
["0","159","0","541110","A","48","121"],
["0","43","0","541110","A","48","139"],
["0","16","0","541110","A","48","231"],
["0","25","0","541110","A","48","257"],
["0","46","0","541110","A","48","397"],
["1811","16","46","541110","A","48","221"],
["4778","39","116","541110","A","48","251"],
["0","33","0","541110","A","48","367"],
["0","831","0","541110","A","48","439"],
["2203","16","51","541110","A","48","497"],
["0","4","0","541110","A","13","213"],
["0","44","0","541110","A","13","313"],
["5835","30","114","541110","A","17","183"],
["1752","15","45","541110","A","21","021"],
["309","8","13","541110","A","21","137"],
["496","7","15","541110","A","51","143"],
["0","25","0","541110","A","51","590"],
["23539","110","354","541110","A","01","003"],
["1599","19","58","541110","A","17","073"],
["194","4","8","541110","A","17","131"],
["0","64","0","541110","A","17","161"],
["0","93","0","541110","A","19","163"],
["0","38","0","541110","A","39","057"],
["9079","29","173","541110","A","39","109"],
["0","236","0","541110","A","39","113"],
["203","6","9","541110","A","47","143"],
["421","15","19","541110","A","01","079"],
["5150","34","128","541110","A","01","103"],
["14265","49","321","541110","A","17","115"],
["543","6","24","541110","A","18","001"],
["0","14","0","541110","A","39","039"],
["0","15","0","541110","A","48","465"],
["2570","24","61","541110","A","12","035"],
["0","289","0","541110","A","12","127"],
["256","5","15","541110","A","35","029"],
["0","52","0","541110","A","08","001"],
["0","394","0","541110","A","08","005"],
["0","25","0","541110","A","08","014"],
["0","4","0","541110","A","08","019"],
["0","1123","0","541110","A","08","031"],
["0","93","0","541110","A","08","035"],
["94","3","5","541110","A","08","039"],
["0","278","0","541110","A","08","059"],
["0","2","0","541110","A","08","093"],
["904","9","25","541110","A","22","011"],
["11319","29","164","541110","A","19","049"],
["0","4","0","541110","A","19","077"],
["0","5","0","541110","A","19","121"],
["0","289","0","541110","A","19","153"],
["729","8","22","541110","A","19","181"],
["0","582","0","541110","A","26","163"],
["0","28","0","541110","A","26","087"],
["7804","74","161","541110","A","26","093"],
["0","336","0","541110","A","26","099"],
["0","1369","0","541110","A","26","125"],
["0","42","0","541110","A","26","147"],
["4620","12","116","541110","A","38","089"],
["2512","8","46","541110","A","17","103"],
["0","18","0","541110","A","20","057"],
["742","14","36","541110","A","01","061"],
["301","4","8","541110","A","01","067"],
["0","78","0","541110","A","01","069"],
["2563","25","71","541110","A","13","069"],
["0","41","0","541110","A","10","001"],
["2188","22","72","541110","A","13","175"],
["0","35","0","541110","A","42","033"],
["0","37","0","541110","A","19","061"],
["1179","7","29","541110","A","27","017"],
["0","81","0","541110","A","27","137"],
["2267","16","73","541110","A","55","031"],
["0","4","0","541110","A","48","341"],
["1621","16","43","541110","A","40","137"],
["7211","35","141","541110","A","37","085"],
["0","55","0","541110","A","08","067"],
["2119","18","61","541110","A","40","013"],
["0","13","0","541110","A","37","037"],
["0","160","0","541110","A","37","063"],
["0","81","0","541110","A","37","135"],
["0","10","0","541110","A","37","145"],
["1998","19","62","541110","A","47","045"],
["0","16","0","541110","A","48","323"],
["0","19","0","541110","A","24","041"],
["0","60","0","541110","A","42","089"],
["0","16","0","541110","A","55","017"],
["0","44","0","541110","A","55","035"],
["5664","39","77","541110","A","08","037"],
["3230","10","57","541110","A","17","049"],
["2646","13","70","541110","A","48","481"],
["0","39","0","541110","A","06","025"],
["0","21","0","541110","A","05","139"],
["0","19","0","541110","A","37","139"],
["0","2","0","541110","A","37","143"],
["0","34","0","541110","A","21","093"],
["447","7","14","541110","A","21","123"],
["323","5","14","541110","A","21","163"],
["539","13","19","541110","A","40","009"],
["0","51","0","541110","A","18","039"],
["0","17","0","541110","A","54","083"],
["0","23","0","541110","A","32","007"],
["1336","14","45","541110","A","53","037"],
["0","27","0","541110","A","36","015"],
["0","308","0","541110","A","48","141"],
["0","15","0","541110","A","20","111"],
["9408","33","137","541110","A","40","047"],
["3328","27","123","541110","A","01","031"],
["0","89","0","541110","A","42","049"],
["0","17","0","541110","A","26","041"],
["0","3","0","541110","A","35","039"],
["0","209","0","541110","A","41","039"],
["0","59","0","541110","A","06","023"],
["1296","10","33","541110","A","56","041"],
["200","6","7","541110","A","18","129"],
["0","87","0","541110","A","18","163"],
["1297","14","46","541110","A","18","173"],
["3621","23","96","541110","A","21","101"],
["0","40","0","541110","A","02","090"],
["1263","13","32","541110","A","19","101"],
["0","25","0","541110","A","54","049"],
["513","8","16","541110","A","32","001"],
["0","11","0","541110","A","27","027"],
["0","79","0","541110","A","38","017"],
["3265","26","79","541110","A","27","131"],
["2581","27","78","541110","A","29","187"],
["0","46","0","541110","A","35","045"],
["0","124","0","541110","A","37","051"],
["403","4","15","541110","A","37","093"],
["0","89","0","541110","A","05","007"],
["0","2","0","541110","A","05","087"],
["0","148","0","541110","A","05","143"],
["305","5","11","541110","A","29","119"],
["2045","15","62","541110","A","27","111"],
["689","6","18","541110","A","32","019"],
["2061","25","79","541110","A","39","063"],
["683","4","18","541110","A","13","017"],
["0","53","0","541110","A","04","005"],
["0","182","0","541110","A","26","049"],
["2320","19","76","541110","A","45","031"],
["0","64","0","541110","A","45","041"],
["2358","31","65","541110","A","01","033"],
["0","59","0","541110","A","01","077"],
["4770","31","104","541110","A","55","039"],
["1522","15","48","541110","A","37","161"],
["1187","11","27","541110","A","05","123"],
["0","162","0","541110","A","08","069"],
["2388","24","58","541110","A","19","187"],
["1300","10","48","541110","A","29","169"],
["0","5","0","541110","A","17","067"],
["967","15","41","541110","A","19","111"],
["0","1","0","541110","A","29","045"],
["785","8","25","541110","A","08","087"],
["0","12","0","541110","A","22","115"],
["1073","18","32","541110","A","05","033"],
["0","80","0","541110","A","05","131"],
["0","16","0","541110","A","40","079"],
["844","13","24","541110","A","40","135"],
["0","155","0","541110","A","18","003"],
["1172","7","29","541110","A","18","179"],
["687","5","21","541110","A","18","183"],
["791","14","26","541110","A","18","023"],
["0","5","0","541110","A","21","005"],
["0","38","0","541110","A","21","073"],
["1055","12","29","541110","A","48","171"],
["2924","21","58","541110","A","17","177"],
["2126","17","41","541110","A","31","053"],
["0","30","0","541110","A","39","143"],
["0","413","0","541110","A","06","019"],
["5245","49","155","541110","A","01","055"],
["884","12","27","541110","A","45","021"],
["43391","188","848","541110","A","12","001"],
["496","5","17","541110","A","12","041"],
["0","76","0","541110","A","13","139"],
["1661","8","34","541110","A","48","097"],
["2960","24","78","541110","A","17","095"],
["0","13","0","541110","A","35","031"],
["2108","17","56","541110","A","20","055"],
["2958","24","64","541110","A","32","005"],
["7477","37","152","541110","A","45","043"],
["0","20","0","541110","A","42","001"],
["0","29","0","541110","A","56","005"],
["1746","16","64","541110","A","21","009"],
["0","2","0","541110","A","21","169"],
["11133","39","203","541110","A","36","113"],
["833","16","24","541110","A","36","115"],
["0","43","0","541110","A","08","045"],
["10604","35","112","541110","A","08","097"],
["1515","20","52","541110","A","36","035"],
["8089","42","178","541110","A","37","191"],
["2344","12","53","541110","A","27","119"],
["0","28","0","541110","A","38","035"],
["0","26","0","541110","A","31","079"],
["0","4","0","541110","A","31","081"],
["0","1","0","541110","A","31","121"],
["0","81","0","541110","A","08","077"],
["937","12","29","541110","A","26","015"],
["0","298","0","541110","A","26","081"],
["664","11","23","541110","A","26","117"],
["0","61","0","541110","A","26","139"],
["425","5","14","541110","A","35","006"],
["0","26","0","541110","A","41","033"],
["4099","17","80","541110","A","20","009"],
["0","59","0","541110","A","30","013"],
["0","66","0","541110","A","08","123"],
["0","81","0","541110","A","55","009"],
["536","7","18","541110","A","55","061"],
["445","6","13","541110","A","55","083"],
["0","25","0","541110","A","47","059"],
["0","23","0","541110","A","25","011"],
["0","228","0","541110","A","37","081"],
["3366","35","97","541110","A","37","151"],
["0","27","0","541110","A","37","157"],
["0","9","0","541110","A","18","031"],
["0","25","0","541110","A","28","151"],
["0","91","0","541110","A","37","147"],
["1934","16","57","541110","A","39","037"],
["10073","66","217","541110","A","45","007"],
["0","333","0","541110","A","45","045"],
["1012","12","27","541110","A","45","059"],
["3927","23","94","541110","A","45","077"],
["0","1","0","541110","A","28","015"],
["2258","17","70","541110","A","28","083"],
["258","5","11","541110","A","45","001"],
["0","33","0","541110","A","45","047"],
["1314","11","39","541110","A","28","043"],
["635","12","20","541110","A","28","045"],
["0","126","0","541110","A","28","047"],
["12781","65","272","541110","A","28","059"],
["697","8","24","541110","A","40","139"],
["8045","55","165","541110","A","24","043"],
["0","42","0","541110","A","54","003"],
["2479","24","46","541110","A","16","013"],
["0","66","0","541110","A","22","105"],
["4679","17","93","541110","A","06","031"],
["0","17","0","541110","A","29","127"],
["0","1","0","541110","A","29","173"],
["0","118","0","541110","A","42","041"],
["0","189","0","541110","A","42","043"],
["1045","13","28","541110","A","42","099"],
["0","12","0","541110","A","05","009"],
["479","4","16","541110","A","51","165"],
["0","47","0","541110","A","51","660"],
["0","643","0","541110","A","09","003"],
["0","84","0","541110","A","09","007"],
["8879","41","166","541110","A","09","013"],
["3152","11","72","541110","A","31","001"],
["0","74","0","541110","A","28","035"],
["8442","20","138","541110","A","28","073"],
["0","17","0","541110","A","20","051"],
["557","9","15","541110","A","49","051"],
["99","3","3","541110","A","30","043"],
["17648","60","303","541110","A","30","049"],
["0","13","0","541110","A","05","107"],
["0","15","0","541110","A","37","181"],
["541","6","15","541110","A","48","117"],
["0","33","0","541110","A","41","059"],
["433","6","14","541110","A","37","003"],
["0","28","0","541110","A","37","023"],
["2332","20","73","541110","A","37","027"],
["9203","62","232","541110","A","37","035"],
["683","8","19","541110","A","26","059"],
["0","65","0","541110","A","15","001"],
["0","129","0","541110","A","45","013"],
["1888","7","34","541110","A","45","053"],
["0","14","0","541110","A","13","179"],
["0","1","0","541110","A","13","183"],
["0","17","0","541110","A","35","025"],
["0","18","0","541110","A","26","005"],
["6501","46","163","541110","A","12","017"],
["2115","19","48","541110","A","41","027"],
["0","57","0","541110","A","05","051"],
["0","6","0","541110","A","26","061"],
["5505","42","104","541110","A","22","057"],
["13762","81","280","541110","A","22","109"],
["998","10","27","541110","A","48","015"],
["0","80","0","541110","A","48","039"],
["491","5","13","541110","A","48","071"],
["0","122","0","541110","A","48","157"],
["0","95","0","541110","A","48","167"],
["1908903","2799","20172","541110","A","48","201"],
["0","29","0","541110","A","48","291"],
["0","181","0","541110","A","48","339"],
["151","5","6","541110","A","48","473"],
["3945","34","86","541110","A","36","021"],
["1750","15","42","541110","A","42","061"],
["1194","10","33","541110","A","18","069"],
["0","30","0","541110","A","21","019"],
["948","10","32","541110","A","21","089"],
["2636","15","59","541110","A","39","087"],
["0","72","0","541110","A","54","011"],
["0","2","0","541110","A","54","043"],
["3105","27","87","541110","A","54","079"],
["0","2","0","541110","A","54","099"],
["3455","24","69","541110","A","01","083"],
["0","185","0","541110","A","01","089"],
["0","1","0","541110","A","48","455"],
["0","18","0","541110","A","48","471"],
["573","6","16","541110","A","46","005"],
["0","19","0","541110","A","20","155"],
["1310","10","29","541110","A","27","085"],
["0","89","0","541110","A","16","019"],
["0","2","0","541110","A","16","051"],
["0","29","0","541110","A","42","063"],
["3827","19","76","541110","A","18","011"],
["0","5","0","541110","A","18","013"],
["40081","134","643","541110","A","18","057"],
["0","21","0","541110","A","18","059"],
["0","35","0","541110","A","18","063"],
["5973","45","129","541110","A","18","081"],
["4960","51","134","541110","A","18","095"],
["421996","542","5033","541110","A","18","097"],
["1371","16","41","541110","A","18","109"],
["0","11","0","541110","A","18","133"],
["4422","17","87","541110","A","18","145"],
["0","7","0","541110","A","28","133"],
["0","12","0","541110","A","26","067"],
["0","51","0","541110","A","19","103"],
["1169","18","46","541110","A","19","183"],
["0","14","0","541110","A","26","043"],
["0","1","0","541110","A","55","037"],
["0","55","0","541110","A","36","109"],
["0","47","0","541110","A","26","075"],
["2055","11","67","541110","A","28","029"],
["158060","235","2003","541110","A","28","049"],
["67348","94","805","541110","A","28","089"],
["13893","67","243","541110","A","28","121"],
["0","6","0","541110","A","28","127"],
["0","4","0","541110","A","28","163"],
["1051","13","49","541110","A","39","079"],
